timestamp,open,high,low,close,volume
2025-01-01T00:00:00,95000.00,95950.00,93937.14,94886.00,5000.00
2025-01-02T00:00:00,94886.00,95834.86,93852.60,94800.60,5200.00
2025-01-03T00:00:00,94800.60,95748.61,93796.29,94743.72,5400.00
2025-01-04T00:00:00,94743.72,95691.16,93768.15,94715.30,5600.00
2025-01-05T00:00:00,94715.30,95662.45,93768.15,94715.30,5800.00
2025-01-06T00:00:00,94715.30,95691.15,93768.15,94743.71,6000.00
2025-01-07T00:00:00,94743.71,95748.57,93796.28,94800.56,6200.00
2025-01-08T00:00:00,94800.56,95834.74,93852.55,94885.88,6400.00
2025-01-09T00:00:00,94885.88,95949.74,93937.02,94999.74,6600.00
2025-01-10T00:00:00,94999.74,96093.67,94049.75,95142.24,6800.00
2025-01-11T00:00:00,95142.24,96266.63,94190.82,95313.50,7000.00
2025-01-12T00:00:00,95313.50,96468.79,94360.36,95513.66,7200.00
2025-01-13T00:00:00,95513.66,96468.79,94445.05,95399.04,7400.00
2025-01-14T00:00:00,95399.04,96353.03,94360.05,95313.18,7600.00
2025-01-15T00:00:00,95313.18,96266.31,94303.43,95255.99,7800.00
2025-01-16T00:00:00,95255.99,98103.86,94303.43,97132.54,18000.00
2025-01-17T00:00:00,97132.54,98103.86,96161.21,97132.54,8200.00
2025-01-18T00:00:00,97132.54,98133.29,96161.21,97161.68,8400.00
2025-01-19T00:00:00,97161.68,98192.17,96190.06,97219.97,8600.00
2025-01-20T00:00:00,97219.97,98280.55,96247.77,97307.47,8800.00
2025-01-21T00:00:00,97307.47,98398.48,96334.40,97424.24,9000.00
2025-01-22T00:00:00,97424.24,98546.08,96450.00,97570.38,9200.00
2025-01-23T00:00:00,97570.38,98723.46,96594.67,97746.00,9400.00
2025-01-24T00:00:00,97746.00,98930.78,96768.54,97951.27,9600.00
2025-01-25T00:00:00,97951.27,98930.78,96855.39,97833.73,9800.00
2025-01-26T00:00:00,97833.73,98812.07,96768.22,97745.68,10000.00
2025-01-27T00:00:00,97745.68,98723.14,96710.16,97687.03,10200.00
2025-01-28T00:00:00,97687.03,98663.90,96681.15,97657.73,10400.00
2025-01-29T00:00:00,97657.73,98634.30,96681.15,97657.73,10600.00
2025-01-30T00:00:00,97657.73,98663.89,96681.15,97687.02,10800.00
2025-01-31T00:00:00,97687.02,98723.09,96710.15,97745.63,11000.00
2025-02-01T00:00:00,97745.63,98811.94,96768.18,97833.61,11200.00
2025-02-02T00:00:00,97833.61,100906.75,96855.27,99907.68,21400.00
2025-02-03T00:00:00,99907.68,101058.12,98908.60,100057.54,11600.00
2025-02-04T00:00:00,100057.54,101240.02,99056.96,100237.64,11800.00
2025-02-05T00:00:00,100237.64,101452.62,99235.27,100448.14,12000.00
2025-02-06T00:00:00,100448.14,101452.62,99324.33,100327.60,12200.00
2025-02-07T00:00:00,100327.60,101330.88,99234.94,100237.31,12400.00
2025-02-08T00:00:00,100237.31,101239.68,99175.40,100177.17,12600.00
2025-02-09T00:00:00,100177.17,101178.94,99145.64,100147.11,12800.00
2025-02-10T00:00:00,100147.11,101148.59,99145.64,100147.11,13000.00
2025-02-11T00:00:00,100147.11,101178.93,99145.64,100177.16,13200.00
2025-02-12T00:00:00,100177.16,101239.64,99175.39,100237.26,13400.00
2025-02-13T00:00:00,100237.26,101330.75,99234.89,100327.48,13600.00
2025-02-14T00:00:00,100327.48,101452.35,99324.20,100447.87,13800.00
2025-02-15T00:00:00,100447.87,101604.53,99443.39,100598.54,14000.00
2025-02-16T00:00:00,100598.54,101787.42,99592.56,100779.62,14200.00
2025-02-17T00:00:00,100779.62,102001.17,99771.82,100991.26,14400.00
2025-02-18T00:00:00,100991.26,103918.79,99981.34,102889.89,24600.00
2025-02-19T00:00:00,102889.89,103918.79,101769.32,102797.29,14800.00
2025-02-20T00:00:00,102797.29,103825.27,101708.26,102735.61,15000.00
2025-02-21T00:00:00,102735.61,103762.97,101677.75,102704.79,15200.00
2025-02-22T00:00:00,102704.79,103731.84,101677.75,102704.79,15400.00
2025-02-23T00:00:00,102704.79,103762.96,101677.75,102735.60,15600.00
2025-02-24T00:00:00,102735.60,103825.22,101708.25,102797.25,15800.00
2025-02-25T00:00:00,102797.25,103918.66,101769.27,102889.76,16000.00
2025-02-26T00:00:00,102889.76,104043.36,101860.87,103013.23,16200.00
2025-02-27T00:00:00,103013.23,104199.43,101983.10,103167.75,16400.00
2025-02-28T00:00:00,103167.75,104386.99,102136.07,103353.45,16600.00
2025-03-01T00:00:00,103353.45,104606.20,102319.92,103570.50,16800.00
